rank_overall,theologian,sermon_id,sermon_key,cluster,overall_score,n_scores,aesthetics.dramaturgy.b1_narrative_arc.score,aesthetics.dramaturgy.b2_integration_text_and_context.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,aesthetics.poetics.a1_imagery.score,aesthetics.poetics.a2_carefulness_and_precision.score,aesthetics.poetics.a3_musicality_and_rhythm.score,aristoteles.ethos.score,aristoteles.logos.score,aristoteles.orthodoxy_logos.score,aristoteles.orthopathy_pathos.score,aristoteles.orthopraxy_ethos.score,aristoteles.pathos.score,dekker.1_specific_bible_passage.score,dekker.2_exegesis_original_context.score,dekker.3_application_concrete_contemporary.score,dekker.4_interwoveness_exposition_application.score,dekker.5_three_parts_misery_redemption_gratitude.score,dekker.6_two_ways_seriousness_of_choice.score,dekker.7_christocentric_grace.score,dekker.8_depth_and_length.score,kolb.abstract_conceptualization.score,kolb.active_experimentation.score,kolb.concrete_experience.score,kolb.integrality.balance_between_phases.score,kolb.integrality.cycle_completeness.score,kolb.integrality.holistic_learning.score,kolb.reflective_observation.score,metaphor.coherentie.score,narrative.coherentie.score,schulz.appeal_aspect.score,schulz.factual_content.score,schulz.relational_aspect.score,schulz.self_revelation.score,transactional.adult.score,transactional.child.free_FC.score,transactional.child.freedom_AC.score,transactional.parent.freedom_CP.score,transactional.parent.nurturing_NP.score
379,rutledge,41,rutledge_41,4,6.5,38,6,8,7,7,8,7,8,6,7,8,8,7,4,5,4,5,4,3,6,2,7,4,6,6,6,6,7,7,9,5,6,7,8,9,9,8,9,8
380,rutledge,68,rutledge_68,6,6.5,38,6,8,7,7,8,6,8,6,7,8,8,7,5,4,6,4,6,3,4,3,7,5,6,6,6,6,8,10,9,6,6,5,7,9,6,9,8,7
381,taylor,68,taylor_68,4,6.5,38,7,8,6,8,7,9,7,6,7,8,7,8,5,4,6,5,7,3,5,4,7,4,7,6,6,6,6,7,7,5,6,7,8,6,8,9,8,7
382,taylor,73,taylor_73,4,6.5,38,7,7,6,8,7,9,7,5,6,8,7,8,4,3,5,4,6,5,7,5,6,5,8,6,7,7,7,7,8,6,5,6,7,6,9,8,7,8
383,brueggemann,134,brueggemann_134,5,6.473684210526316,38,7,8,6,8,7,8,5,7,8,6,5,6,7,6,5,4,6,3,2,4,8,5,6,7,7,7,7,7,9,6,7,5,6,9,8,9,8,7
384,brueggemann,149,brueggemann_149,6,6.473684210526316,38,7,8,6,8,7,8,6,7,7,6,5,6,7,5,6,7,5,4,6,3,6,5,7,6,6,6,8,7,8,6,7,5,6,9,6,9,8,7
385,brueggemann,156,brueggemann_156,6,6.473684210526316,38,6,8,6,7,8,8,6,7,8,6,6,6,4,3,7,5,6,4,6,3,7,4,6,6,6,6,7,10,9,5,6,6,5,8,9,9,8,9
386,brueggemann,34,brueggemann_34,6,6.473684210526316,38,8,8,7,7,8,7,7,8,8,5,6,6,7,6,5,7,4,8,3,4,7,4,6,6,6,6,8,10,9,4,7,5,6,8,5,9,7,4
387,brueggemann,60,brueggemann_60,5,6.473684210526316,38,6,8,7,7,8,7,6,7,8,5,6,6,5,6,4,5,6,3,5,4,8,5,6,5,6,6,7,10,9,5,7,6,6,9,7,8,9,8
388,rutledge,167,rutledge_167,5,6.473684210526316,38,6,8,7,6,8,7,6,7,8,5,6,6,5,3,6,4,7,5,6,4,8,5,6,6,6,6,7,7,10,8,7,6,6,9,6,8,7,8
389,rutledge,229,rutledge_229,7,6.473684210526316,38,7,8,6,7,8,6,8,6,6,8,8,7,4,3,7,4,6,5,6,4,6,7,8,7,8,8,7,10,9,6,6,5,7,7,6,5,4,6
390,rutledge,240,rutledge_240,6,6.473684210526316,38,7,8,5,6,8,7,6,7,8,6,5,6,5,6,4,5,7,3,6,5,7,5,7,6,6,6,8,7,9,8,7,5,6,7,6,9,8,9
391,rutledge,67,rutledge_67,5,6.473684210526316,38,8,8,7,7,8,6,7,8,9,6,7,6,4,3,5,2,6,5,5,5,7,4,5,5,6,6,8,7,10,8,7,5,6,9,5,9,9,8
392,rutledge,69,rutledge_69,6,6.473684210526316,38,7,8,7,7,8,6,7,7,8,5,7,5,6,4,7,5,7,8,6,4,8,5,6,6,6,6,8,10,9,7,8,6,7,7,3,5,4,6
393,solle,28,solle_28,7,6.473684210526316,38,7,9,7,8,8,7,7,6,6,8,7,8,6,5,7,6,5,6,3,5,7,5,6,6,6,7,8,10,7,4,6,5,8,6,8,5,4,7
394,taylor,120,taylor_120,3,6.473684210526316,38,7,8,6,8,7,9,7,5,6,8,7,8,6,5,7,6,7,8,7,5,6,5,8,6,7,7,7,7,6,8,6,6,7,4,7,4,3,5
395,taylor,123,taylor_123,2,6.473684210526316,38,7,8,6,8,7,9,7,6,8,9,6,8,5,6,4,5,6,7,7,5,7,4,7,6,6,6,6,7,9,8,6,6,7,5,7,5,4,6
396,taylor,135,taylor_135,4,6.473684210526316,38,6,8,5,7,6,7,8,5,6,8,8,7,5,4,7,5,6,7,3,4,6,5,7,5,6,6,8,7,9,5,6,6,7,8,7,9,8,9
397,taylor,16,taylor_16,4,6.473684210526316,38,8,7,6,8,7,7,7,6,7,8,7,8,5,4,6,5,6,3,6,4,5,6,8,6,7,7,7,7,7,4,5,7,6,7,6,9,8,9
398,brueggemann,113,brueggemann_113,5,6.447368421052632,38,6,8,5,7,8,7,6,7,8,5,6,6,4,5,6,5,6,4,5,3,8,6,6,6,7,7,7,10,7,6,7,5,6,9,7,9,8,7
399,brueggemann,142,brueggemann_142,5,6.447368421052632,38,7,8,6,7,8,8,5,7,7,6,5,6,6,5,4,7,6,5,5,4,7,5,6,6,6,6,8,7,7,6,7,5,6,9,8,9,7,8
400,brueggemann,148,brueggemann_148,6,6.447368421052632,38,8,8,6,6,7,7,7,7,8,6,7,6,4,5,6,5,4,2,5,3,7,5,6,6,6,6,8,10,9,5,6,6,7,9,8,9,8,7
401,brueggemann,160,brueggemann_160,5,6.447368421052632,38,7,8,6,8,7,8,6,7,8,7,6,8,6,5,4,4,6,5,4,3,7,4,6,6,6,6,7,7,9,7,7,5,6,9,6,9,8,7
402,brueggemann,161,brueggemann_161,6,6.447368421052632,38,5,8,7,6,7,6,8,7,8,5,8,6,6,4,7,5,5,7,4,3,7,5,6,6,6,6,8,10,8,6,7,5,6,9,6,7,8,7
403,brueggemann,41,brueggemann_41,4,6.447368421052632,38,7,8,6,7,8,7,8,7,8,6,7,6,4,3,6,5,4,5,4,5,6,5,7,6,6,7,6,7,7,5,6,7,7,9,8,8,8,9
404,brueggemann,43,brueggemann_43,6,6.447368421052632,38,6,8,5,7,8,7,6,7,8,6,5,6,6,5,6,7,5,3,4,4,7,5,7,6,7,7,8,7,7,5,7,6,6,7,9,8,9,8
405,brueggemann,56,brueggemann_56,4,6.447368421052632,38,7,8,6,8,7,8,7,6,7,8,6,7,3,4,6,5,5,4,6,3,8,5,6,6,6,6,7,10,7,5,7,6,6,9,6,9,8,7
406,brueggemann,61,brueggemann_61,6,6.447368421052632,38,7,8,6,7,8,7,6,7,7,6,5,6,4,5,6,5,6,3,6,4,7,5,7,6,6,7,6,10,9,5,6,6,5,7,8,9,9,8
407,keller,07,keller_07,9,6.447368421052632,38,7,8,6,7,8,6,6,8,9,5,7,5,6,5,7,4,6,5,7,8,8,6,5,6,6,6,6,10,9,7,8,7,6,6,3,5,4,7
408,rutledge,210,rutledge_210,3,6.447368421052632,38,8,8,6,8,7,7,7,7,8,8,7,8,6,5,8,7,7,6,7,5,7,5,8,6,6,6,7,7,10,8,7,6,6,5,2,2,3,4
409,rutledge,263,rutledge_263,6,6.447368421052632,38,7,8,6,6,8,7,8,7,9,6,8,6,5,4,6,5,6,4,8,3,8,4,7,6,6,6,6,10,10,7,7,5,6,6,5,8,4,7
410,rutledge,264,rutledge_264,6,6.447368421052632,38,6,8,5,7,8,7,8,7,9,6,8,6,5,4,7,5,6,5,8,3,8,4,7,6,6,6,6,10,10,7,7,6,8,7,4,5,4,6
411,taylor,111,taylor_111,4,6.447368421052632,38,7,8,6,8,7,8,8,5,6,9,8,8,2,1,6,2,5,4,5,4,5,6,8,6,6,7,7,7,8,5,6,6,8,9,8,9,8,9
412,taylor,151,taylor_151,4,6.447368421052632,38,7,7,6,8,7,9,7,6,8,8,7,8,3,4,5,4,6,2,8,5,8,4,7,5,6,6,5,7,10,6,6,5,7,6,8,9,8,7
413,taylor,157,taylor_157,4,6.447368421052632,38,7,8,6,8,7,8,7,6,8,9,6,8,5,4,6,5,6,4,7,3,6,4,7,5,6,6,6,10,9,8,6,7,7,5,8,6,4,7
414,taylor,32,taylor_32,4,6.447368421052632,38,6,8,5,7,6,7,8,6,8,7,8,7,4,3,5,4,6,2,8,7,8,4,6,5,6,6,7,10,9,5,6,7,7,7,6,7,8,9
415,brueggemann,04,brueggemann_04,7,6.421052631578948,38,6,8,7,8,7,7,6,7,8,7,6,8,5,4,7,6,5,6,4,3,6,5,8,6,6,7,7,10,7,6,6,5,7,6,7,5,7,8
416,brueggemann,117,brueggemann_117,6,6.421052631578948,38,7,8,6,7,8,8,6,8,9,6,5,6,4,3,6,5,6,5,7,4,8,5,6,6,6,6,7,10,9,5,6,6,7,6,7,5,7,8
417,brueggemann,120,brueggemann_120,5,6.421052631578948,38,6,8,7,7,8,8,7,8,9,5,7,6,3,4,5,4,6,6,5,2,8,4,5,6,6,6,7,7,9,8,7,5,6,9,7,8,7,8
418,brueggemann,128,brueggemann_128,6,6.421052631578948,38,7,8,6,6,7,8,7,7,7,5,7,6,4,5,6,7,5,6,4,3,7,5,6,6,7,6,8,10,6,6,7,5,6,9,6,8,7,8
419,brueggemann,15,brueggemann_15,4,6.421052631578948,38,7,8,6,7,8,8,6,7,8,8,6,8,4,3,5,5,6,4,6,2,8,5,6,5,6,6,7,7,9,7,6,5,7,6,8,9,7,8
420,brueggemann,151,brueggemann_151,5,6.421052631578948,38,6,8,7,6,8,7,7,7,8,5,7,6,4,5,7,4,6,5,6,3,8,4,5,5,6,6,7,7,9,8,7,6,6,8,6,7,8,9
421,brueggemann,171,brueggemann_171,6,6.421052631578948,38,7,8,6,7,8,8,7,7,8,6,7,6,4,3,5,6,5,2,4,3,7,5,6,5,6,6,8,10,8,6,7,5,6,9,7,9,8,9
422,brueggemann,18,brueggemann_18,6,6.421052631578948,38,7,8,6,7,8,8,8,7,8,6,7,6,4,5,6,5,4,3,2,4,7,5,6,6,6,7,8,7,7,5,7,7,6,8,9,7,8,9
423,brueggemann,19,brueggemann_19,5,6.421052631578948,38,7,8,7,8,7,8,6,7,8,7,5,8,7,5,4,6,5,8,3,6,7,4,7,5,6,6,8,7,5,4,7,5,6,9,6,7,8,7
424,brueggemann,33,brueggemann_33,5,6.421052631578948,38,8,9,7,6,8,7,6,7,8,4,6,5,5,4,5,6,4,5,6,3,7,5,6,6,6,6,8,7,9,5,7,6,6,9,8,9,8,7
425,brueggemann,54,brueggemann_54,5,6.421052631578948,38,7,8,6,8,7,8,5,7,8,6,5,6,4,6,5,4,5,3,6,4,7,5,6,6,6,6,8,10,9,6,7,5,6,8,9,7,7,8
426,brueggemann,88,brueggemann_88,5,6.421052631578948,38,6,8,7,7,6,8,6,6,7,8,6,7,4,5,6,7,5,6,6,3,6,5,6,6,6,6,7,7,9,5,6,6,5,8,8,9,8,7
427,rutledge,130,rutledge_130,2,6.421052631578948,38,7,8,6,7,8,6,8,6,8,9,7,8,5,4,7,6,6,5,7,5,8,5,7,6,6,7,6,7,10,7,7,6,8,5,2,3,4,7
428,rutledge,163,rutledge_163,6,6.421052631578948,38,6,8,7,6,8,7,7,7,8,6,7,6,4,3,6,5,7,4,6,3,7,5,6,6,6,6,8,7,10,8,7,6,6,9,5,6,7,8
429,rutledge,22,rutledge_22,3,6.421052631578948,38,8,8,6,7,8,7,8,7,8,6,8,6,6,4,7,5,7,6,8,5,6,5,8,6,7,7,7,7,10,7,7,6,8,5,4,2,3,4
430,rutledge,248,rutledge_248,7,6.421052631578948,38,7,8,6,7,8,6,7,6,6,8,7,8,4,3,7,5,6,4,5,3,6,5,8,6,6,7,7,7,10,6,6,5,7,8,5,9,7,8
431,rutledge,320,rutledge_320,3,6.421052631578948,38,8,8,6,7,8,7,7,6,7,9,6,8,5,4,6,6,7,5,7,4,6,5,8,6,6,7,7,7,10,8,6,5,7,6,3,5,4,7
432,rutledge,85,rutledge_85,6,6.421052631578948,38,7,8,5,6,7,6,8,7,8,5,7,6,4,5,7,4,6,6,5,5,6,5,7,6,6,6,8,7,9,6,7,5,6,9,6,8,7,8
433,taylor,131,taylor_131,4,6.421052631578948,38,6,8,5,8,7,8,7,6,7,8,7,8,4,3,7,5,6,8,5,5,6,5,8,6,6,7,7,7,5,5,5,6,7,6,7,8,7,8
434,taylor,14,taylor_14,4,6.421052631578948,38,6,7,5,8,7,8,7,6,7,8,7,8,4,5,6,4,7,3,6,3,7,5,7,6,6,6,6,7,9,5,6,8,7,7,6,7,8,9
435,taylor,140,taylor_140,4,6.421052631578948,38,7,8,6,8,7,8,7,5,6,8,7,8,4,3,6,5,6,2,7,4,6,5,8,6,7,7,7,10,6,6,6,5,7,6,7,8,7,8
436,brueggemann,13,brueggemann_13,6,6.394736842105263,38,7,8,6,8,7,8,6,7,8,7,6,7,5,4,6,7,6,5,6,3,7,5,6,6,6,6,8,10,10,8,7,5,6,5,8,3,4,6
437,brueggemann,68,brueggemann_68,6,6.394736842105263,38,7,8,6,7,8,8,7,7,8,6,7,6,5,4,6,6,5,4,5,3,7,5,6,6,6,6,8,7,6,6,7,5,6,9,7,8,8,7
438,brueggemann,73,brueggemann_73,5,6.394736842105263,38,7,8,6,6,7,7,6,7,8,5,6,6,4,5,6,4,5,5,6,4,8,5,5,6,6,6,7,7,9,7,7,5,6,9,8,9,8,7
439,brueggemann,93,brueggemann_93,6,6.394736842105263,38,6,8,6,7,8,7,6,7,8,5,6,6,3,4,6,5,7,4,5,2,7,4,5,5,6,6,7,10,9,8,7,6,6,8,7,9,8,9
440,hervormd,11jan2026_30,hervormd_11jan2026_30,8,6.394736842105263,38,7,6,5,6,5,6,7,6,7,6,7,6,6,7,4,5,6,4,6,8,7,5,7,6,6,6,6,10,8,6,6,7,5,7,6,8,9,8
441,rutledge,05,rutledge_05,2,6.394736842105263,38,6,8,6,7,8,7,7,6,6,8,7,7,5,4,7,5,6,6,5,4,8,5,7,6,6,7,6,10,9,7,7,6,8,6,4,5,4,7
442,rutledge,09,rutledge_09,2,6.394736842105263,38,7,8,6,8,7,6,7,6,8,7,6,7,6,5,7,6,7,8,6,4,8,5,6,6,6,6,7,10,10,7,7,5,6,5,4,3,4,6
443,rutledge,21,rutledge_21,2,6.394736842105263,38,7,8,6,6,8,7,8,7,8,6,7,6,4,5,7,5,6,7,7,6,8,5,7,5,6,6,6,10,10,8,7,6,8,5,2,3,4,6
444,taylor,79,taylor_79,4,6.394736842105263,38,6,7,5,7,6,8,7,6,8,9,7,8,4,3,5,6,5,2,7,5,7,4,7,5,6,6,6,7,9,6,6,5,7,7,9,8,9,8
445,brueggemann,123,brueggemann_123,5,6.368421052631579,38,6,8,5,7,6,8,5,7,8,5,6,6,4,5,6,5,6,3,5,4,8,5,7,6,6,7,6,10,9,5,6,6,5,8,7,9,8,9
446,brueggemann,137,brueggemann_137,5,6.368421052631579,38,7,8,6,7,6,8,7,7,8,5,7,6,5,6,4,5,4,3,5,4,7,5,6,6,6,6,8,7,8,5,6,5,7,9,7,9,8,9
447,brueggemann,146,brueggemann_146,4,6.368421052631579,38,6,8,6,7,8,7,7,6,6,8,7,7,4,5,4,6,5,7,5,3,7,5,6,6,6,7,7,7,7,6,6,5,7,6,9,8,7,8
448,brueggemann,164,brueggemann_164,5,6.368421052631579,38,6,8,5,7,8,7,5,7,8,5,4,6,4,5,6,5,6,7,3,4,7,5,6,6,6,6,8,10,7,6,7,5,6,9,9,8,7,8
449,brueggemann,170,brueggemann_170,6,6.368421052631579,38,7,8,6,6,8,8,6,6,8,7,6,7,4,3,6,5,6,4,5,3,7,5,6,6,6,7,7,7,7,6,6,5,7,7,8,9,8,9
450,brueggemann,172,brueggemann_172,3,6.368421052631579,38,7,8,6,7,8,8,7,6,6,8,7,8,4,3,6,5,7,5,6,4,6,5,7,6,6,7,8,10,9,8,6,5,7,3,8,6,4,5
451,brueggemann,62,brueggemann_62,5,6.368421052631579,38,7,8,6,7,8,8,7,7,8,6,7,6,4,5,6,5,6,4,3,2,8,4,5,6,6,6,7,7,7,7,7,5,6,9,8,9,8,7
452,brueggemann,64,brueggemann_64,6,6.368421052631579,38,7,8,6,7,8,8,7,7,8,5,7,6,6,5,4,7,5,4,3,3,7,5,7,6,6,6,8,10,7,4,6,5,5,9,6,9,7,8
453,brueggemann,74,brueggemann_74,6,6.368421052631579,38,5,7,6,6,7,6,7,7,8,5,7,6,5,4,6,5,6,3,4,3,7,5,6,6,6,6,7,10,9,6,7,5,6,9,8,9,8,9
454,brueggemann,81,brueggemann_81,5,6.368421052631579,38,6,8,7,7,8,7,5,7,8,6,5,6,4,5,6,5,4,3,6,4,8,4,5,6,6,6,7,10,8,7,6,6,5,8,7,9,9,8
455,brueggemann,97,brueggemann_97,6,6.368421052631579,38,7,8,6,6,7,7,5,6,7,7,5,7,6,4,7,5,6,5,6,3,7,5,6,5,6,6,8,10,7,6,6,4,5,9,8,9,7,8
456,hervormd,11jan2026_01,hervormd_11jan2026_01,6,6.368421052631579,38,7,7,6,6,7,6,7,6,8,5,7,5,6,5,4,6,5,3,7,4,7,4,5,5,6,6,7,10,9,8,6,7,5,7,7,9,9,8
457,rutledge,133,rutledge_133,5,6.368421052631579,38,7,7,5,6,7,6,7,7,8,5,6,6,4,6,5,4,6,3,5,5,7,5,7,6,6,7,6,10,9,5,6,6,5,9,7,9,9,8
458,rutledge,211,rutledge_211,2,6.368421052631579,38,8,9,6,7,8,7,8,7,8,6,8,6,6,5,7,6,7,7,8,5,7,4,7,5,6,6,8,7,10,7,7,5,6,6,3,2,3,4
459,rutledge,336,rutledge_336,2,6.368421052631579,38,7,8,5,6,7,6,7,7,8,6,7,6,4,5,3,4,7,5,8,3,8,4,6,6,6,6,7,7,10,8,7,6,6,7,6,8,7,8
460,taylor,170,taylor_170,4,6.368421052631579,38,7,8,6,8,7,8,7,6,7,9,7,8,3,4,5,4,6,2,5,4,7,4,7,6,6,6,6,7,9,5,6,6,7,7,8,7,8,9
461,taylor,53,taylor_53,4,6.368421052631579,38,6,7,5,7,6,7,7,5,7,8,7,8,4,5,6,5,7,4,6,5,6,4,8,6,6,6,7,10,9,5,6,6,7,6,4,9,8,7
462,taylor,62,taylor_62,2,6.368421052631579,38,6,7,5,7,8,8,7,6,8,9,6,8,5,4,6,5,7,7,6,5,8,4,6,5,6,6,7,10,10,8,6,6,7,3,4,5,4,7
463,taylor,72,taylor_72,4,6.368421052631579,38,7,8,6,8,7,8,7,6,7,8,7,8,5,4,6,4,5,3,5,2,7,5,7,6,6,7,6,10,9,7,6,8,7,6,4,5,7,8
464,brueggemann,10,brueggemann_10,5,6.342105263157895,38,7,8,6,8,7,8,7,7,8,6,7,6,4,5,4,6,5,6,5,3,8,4,5,5,6,6,7,7,6,7,7,5,6,9,6,9,8,7
465,brueggemann,153,brueggemann_153,5,6.342105263157895,38,7,8,6,6,7,7,5,7,8,5,5,6,5,4,6,4,5,4,5,3,7,5,6,6,6,6,8,10,9,7,6,6,5,9,8,9,8,7
466,brueggemann,155,brueggemann_155,6,6.342105263157895,38,6,8,5,7,8,8,6,7,8,6,5,6,4,5,7,6,5,4,5,4,7,5,6,6,6,6,8,10,9,6,7,5,6,6,9,8,4,7
467,brueggemann,49,brueggemann_49,6,6.342105263157895,38,6,8,7,7,8,7,6,7,8,5,6,6,6,5,6,7,4,3,4,4,8,4,5,6,6,6,7,10,6,5,6,6,5,9,8,9,8,7
468,rutledge,140,rutledge_140,3,6.342105263157895,38,7,8,6,8,7,8,6,7,8,8,6,8,5,4,6,7,7,8,7,4,8,5,6,6,6,6,7,7,10,7,7,5,6,6,2,3,4,5
469,rutledge,152,rutledge_152,2,6.342105263157895,38,8,8,6,8,7,7,6,7,8,6,5,6,4,5,7,6,7,5,8,4,8,4,7,6,6,7,6,7,10,8,7,5,6,6,4,5,4,7
470,rutledge,162,rutledge_162,6,6.342105263157895,38,7,8,6,6,8,7,7,6,8,7,5,7,4,3,6,5,7,4,7,3,7,4,6,6,6,6,8,7,10,8,7,6,6,8,4,6,7,8
471,rutledge,190,rutledge_190,2,6.342105263157895,38,6,8,7,7,8,7,6,6,8,7,5,7,4,6,5,6,7,5,6,3,7,4,8,6,6,6,7,7,9,8,7,6,6,7,6,5,4,8
472,rutledge,285,rutledge_285,6,6.342105263157895,38,5,7,5,6,7,6,8,7,8,6,8,6,4,3,6,5,7,4,6,5,8,5,7,6,7,7,6,7,9,5,6,6,7,8,7,6,7,8
473,rutledge,318,rutledge_318,5,6.342105263157895,38,7,8,5,7,6,6,5,7,8,6,5,6,4,5,7,4,6,3,8,2,8,4,7,6,6,6,6,7,10,8,7,5,6,9,6,8,9,8
474,rutledge,39,rutledge_39,2,6.342105263157895,38,7,8,7,7,8,6,7,6,8,8,6,8,4,5,7,6,6,5,7,4,7,5,7,6,6,7,8,7,10,7,7,5,6,5,3,5,4,6
475,rutledge,52,rutledge_52,6,6.342105263157895,38,7,8,6,7,8,7,7,7,8,5,6,6,5,4,6,5,6,4,6,5,8,5,7,6,6,6,8,10,10,8,7,5,6,6,4,5,4,7
476,rutledge,88,rutledge_88,2,6.342105263157895,38,7,8,6,7,8,6,6,7,8,8,5,8,5,6,4,5,7,6,5,5,8,4,7,6,6,6,6,10,10,8,7,5,6,6,3,5,4,7
477,taylor,101,taylor_101,4,6.342105263157895,38,7,8,6,8,7,8,7,6,7,8,7,7,3,2,5,3,6,5,4,2,6,3,7,6,5,6,8,10,9,5,7,6,6,9,8,9,8,7
478,taylor,161,taylor_161,4,6.342105263157895,38,7,8,6,8,7,8,7,6,8,9,7,8,4,3,6,4,7,5,7,4,7,4,8,6,6,6,7,7,9,8,6,8,7,3,7,3,4,6
479,taylor,18,taylor_18,4,6.342105263157895,38,7,7,6,8,7,9,7,6,7,8,6,8,5,6,4,5,6,3,2,4,6,4,6,5,6,6,7,7,8,6,6,5,7,7,8,9,8,9
480,taylor,25,taylor_25,4,6.342105263157895,38,7,8,5,7,6,8,7,6,7,8,7,8,4,3,6,5,5,6,5,4,8,4,7,6,6,6,6,7,7,6,6,5,7,8,6,9,7,8
481,taylor,59,taylor_59,4,6.342105263157895,38,7,6,5,6,7,8,8,6,7,8,8,7,5,4,3,4,5,2,6,4,8,5,6,5,6,6,7,7,10,6,6,5,7,8,7,9,9,8
482,brueggemann,110,brueggemann_110,5,6.315789473684211,38,7,8,5,6,7,7,7,7,8,5,6,6,4,3,5,4,6,5,6,3,7,5,6,6,6,6,8,7,9,6,7,5,6,9,8,9,8,7
483,brueggemann,166,brueggemann_166,3,6.315789473684211,38,7,8,6,8,7,8,6,7,8,7,6,8,7,5,7,6,6,7,4,3,7,4,6,6,6,6,8,10,7,5,6,6,7,7,3,5,4,6
484,brueggemann,70,brueggemann_70,5,6.315789473684211,38,5,8,7,6,7,6,5,7,8,6,5,6,6,5,4,6,5,3,5,4,8,5,6,6,6,6,7,10,9,5,6,6,5,7,8,9,8,9
485,brueggemann,75,brueggemann_75,5,6.315789473684211,38,7,8,6,6,7,8,5,7,8,6,5,6,4,5,6,3,7,5,6,4,7,5,6,6,6,6,8,7,7,5,7,6,6,8,7,9,7,8
486,brueggemann,90,brueggemann_90,6,6.315789473684211,38,6,8,7,6,8,7,7,7,8,5,7,6,5,4,6,5,4,2,3,4,7,5,6,6,6,6,7,10,7,5,6,7,5,9,7,9,9,8
487,rutledge,10,rutledge_10,2,6.315789473684211,38,8,8,7,7,8,6,6,7,8,7,6,8,6,5,7,4,7,5,6,5,7,6,8,7,7,8,7,7,10,8,7,5,6,5,2,2,3,4
488,rutledge,160,rutledge_160,6,6.315789473684211,38,7,8,6,6,8,7,6,7,8,5,6,6,4,3,6,5,7,4,7,4,8,4,6,5,6,6,8,7,10,8,7,5,6,8,5,6,7,8
489,rutledge,185,rutledge_185,2,6.315789473684211,38,6,8,7,7,8,7,5,6,8,7,5,7,5,6,4,6,7,5,6,3,8,4,7,6,6,6,6,10,10,8,6,5,7,6,6,5,4,7
490,rutledge,238,rutledge_238,6,6.315789473684211,38,7,8,6,6,8,7,7,8,9,4,7,5,7,8,6,5,4,3,7,4,8,4,7,5,6,6,8,10,10,8,8,6,7,7,2,5,4,3
491,rutledge,243,rutledge_243,2,6.315789473684211,38,7,8,6,7,8,6,7,6,7,8,6,8,4,3,6,5,7,5,7,3,7,5,8,6,6,6,6,10,10,8,7,6,6,5,6,3,4,7
492,rutledge,256,rutledge_256,3,6.315789473684211,38,8,7,6,7,8,7,8,7,8,9,7,8,4,3,6,4,7,5,5,2,6,4,7,6,6,6,8,7,10,8,7,6,8,7,3,5,4,6
493,rutledge,257,rutledge_257,4,6.315789473684211,38,6,8,5,7,8,6,8,7,8,6,8,6,3,2,5,4,5,2,3,4,8,5,7,6,6,7,6,10,9,5,6,6,7,8,7,9,8,9
494,rutledge,281,rutledge_281,6,6.315789473684211,38,7,8,5,6,7,5,7,7,8,6,7,6,5,6,7,5,7,6,6,5,7,4,6,6,6,6,8,10,10,8,7,5,6,7,3,5,4,6
495,rutledge,291,rutledge_291,2,6.315789473684211,38,7,8,6,6,8,7,7,7,8,6,7,6,6,5,4,5,7,6,8,4,7,5,6,6,6,6,8,7,10,8,7,5,6,7,3,5,4,6
496,rutledge,333,rutledge_333,6,6.315789473684211,38,7,8,6,6,8,7,6,7,8,5,6,6,5,4,7,5,6,4,7,3,8,4,6,6,6,6,7,7,9,8,7,6,6,8,5,7,6,7
497,rutledge,49,rutledge_49,6,6.315789473684211,38,6,8,5,7,6,5,8,7,8,6,8,6,6,5,4,6,5,3,4,4,8,5,7,6,7,7,6,7,9,6,7,5,6,9,6,7,8,7
498,taylor,05,taylor_05,4,6.315789473684211,38,8,7,6,7,8,7,8,6,7,8,7,7,5,3,7,4,6,2,2,4,6,4,6,6,6,6,8,7,7,5,6,6,7,8,7,9,9,8
499,taylor,36,taylor_36,4,6.315789473684211,38,7,8,6,8,7,9,7,5,6,8,7,8,4,2,5,4,6,5,6,3,6,5,7,6,6,6,8,10,7,8,6,7,7,5,7,4,6,8
500,taylor,74,taylor_74,2,6.315789473684211,38,7,6,7,8,7,9,8,6,8,7,7,7,5,4,6,5,6,4,7,5,8,4,6,6,6,6,7,7,9,7,6,6,5,5,6,7,4,6
501,brueggemann,127,brueggemann_127,5,6.2894736842105265,38,6,8,7,7,8,7,6,7,8,5,6,6,5,6,4,5,5,3,6,3,8,4,5,6,6,6,7,7,7,6,7,5,6,8,7,9,8,9
502,brueggemann,159,brueggemann_159,5,6.2894736842105265,38,6,8,5,6,8,7,6,7,8,5,7,5,4,5,6,4,5,4,3,2,8,6,5,6,6,6,7,10,9,6,7,5,6,9,8,9,8,7
503,brueggemann,46,brueggemann_46,6,6.2894736842105265,38,6,8,6,7,8,7,7,7,8,5,7,6,4,3,6,2,5,4,3,4,7,5,6,6,6,6,8,10,7,5,6,6,7,9,8,9,8,7
504,brueggemann,92,brueggemann_92,5,6.2894736842105265,38,7,8,6,6,7,8,5,6,7,6,5,7,5,4,7,4,6,6,5,3,7,6,5,6,6,6,8,7,7,4,6,5,7,9,8,9,8,7
505,rutledge,141,rutledge_141,3,6.2894736842105265,38,7,8,6,8,7,8,6,7,8,8,6,8,5,6,7,6,7,8,7,4,7,5,7,5,6,6,8,7,10,8,7,5,6,5,1,2,3,4
